id,product_name,description,category,image_path,brand,color,size
271,earbuds_271,a woman holding a cell phone with a number of different items,earbuds,dataset/images/271.jpg,Apple,Black,Medium
272,earbuds_272,a man with a beard and earphones,earbuds,dataset/images/272.jpg,Noise,Blue,Large
273,earbuds_273,jbl jbl - tws - tws - tws - tws - tws -,earbuds,dataset/images/273.jpg,Apple,Blue,Small
274,earbuds_274,the bose bose bose bose bose bose bose bose bose bose bose bose bose bose bose bose bose bose bose,earbuds,dataset/images/274.jpg,Apple,Black,Large
275,earbuds_275,the earphones are white and have a white cable,earbuds,dataset/images/275.jpg,Samsung,Black,Large
276,earbuds_276,beats on ear headphones red,earbuds,dataset/images/276.jpg,Noise,Silver,Medium
277,earbuds_277,the apple airpods is a great accessory for your ear,earbuds,dataset/images/277.jpg,Noise,Gold,Large
278,earbuds_278,new model earphones 10,earbuds,dataset/images/278.jpg,Boat,Red,Large
279,earbuds_279,the jbl airpods is a wireless earphone that can be used for a variety of functions,earbuds,dataset/images/279.jpg,Noise,Gold,Small
280,earbuds_280,the green airpods is a great accessory for your ear,earbuds,dataset/images/280.jpg,Boat,Red,Small
281,shoes_281,a bunch of shoes on a blue background,shoes,dataset/images/281.jpg,Reebok,Black,Large
282,shoes_282,nike air max 1,shoes,dataset/images/282.jpg,Adidas,White,Small
283,shoes_283,nike react react react react react react react react react react react react react react react react react react react,shoes,dataset/images/283.jpg,Adidas,Silver,Small
284,shoes_284,a pair of sneakers on a city street,shoes,dataset/images/284.jpg,Nike,Red,Large
285,shoes_285,a man standing on the street with his feet in the air,shoes,dataset/images/285.jpg,Adidas,Gold,Large
286,shoes_286,a poster with a chart of different shoes,shoes,dataset/images/286.jpg,Adidas,Silver,Small
287,shoes_287,a pair of yellow sneakers on a reflective surface,shoes,dataset/images/287.jpg,Puma,Red,Small
288,shoes_288,nike air max 2 black / blue / vol / vol,shoes,dataset/images/288.jpg,Puma,White,Small
289,shoes_289,a pair of shoes,shoes,dataset/images/289.jpg,Adidas,Blue,Small
290,shoes_290,nike air force high,shoes,dataset/images/290.jpg,Reebok,Gold,Small
291,shoes_291,nike free 5 0 running shoe,shoes,dataset/images/291.jpg,Reebok,Red,Medium
292,shoes_292,the nike air force is a gold and blue color scheme,shoes,dataset/images/292.jpg,Nike,Silver,Large
293,shoes_293,a display of shoes,shoes,dataset/images/293.jpg,Adidas,Blue,Large
294,shoes_294,nike react react 2 ' obsidian blue ',shoes,dataset/images/294.jpg,Nike,White,Large
295,shoes_295,the nike dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun,shoes,dataset/images/295.jpg,Adidas,White,Small
296,shoes_296,nike air jordan 1 mid,shoes,dataset/images/296.jpg,Adidas,Gold,Large
297,shoes_297,a group of shoes flying through the air,shoes,dataset/images/297.jpg,Reebok,Blue,Small
298,shoes_298,air jordan 1 retro high ogg,shoes,dataset/images/298.jpg,Puma,Silver,Small
299,shoes_299,nike air max 2015 vol 2 vol 2 vol 3 vol 3 vol 3 vol 3 vol 3 vol 3,shoes,dataset/images/299.jpg,Puma,Black,Medium
300,shoes_300,tennis balls and tennis shoes,shoes,dataset/images/300.jpg,Reebok,Silver,Small
301,shoes_301,a pair of white sneakers with a black background,shoes,dataset/images/301.jpg,Puma,Red,Medium
302,shoes_302,a pair of sneakers on a blue background,shoes,dataset/images/302.jpg,Reebok,Red,Small
303,shoes_303,a pair of shoes hanging from a rope,shoes,dataset/images/303.jpg,Adidas,Black,Medium
304,shoes_304,a pair of green sneakers on a pink background,shoes,dataset/images/304.jpg,Adidas,Red,Small
305,shoes_305,a skateboarder is jumping in the air,shoes,dataset/images/305.jpg,Adidas,Blue,Medium
306,shoes_306,a pair of shoes with the words how to ske pro,shoes,dataset/images/306.jpg,Nike,Blue,Large
307,shoes_307,a pair of shoes,shoes,dataset/images/307.jpg,Adidas,Black,Small
308,shoes_308,a pair of shoes with a glowing sole,shoes,dataset/images/308.jpg,Reebok,Black,Large
309,shoes_309,a pair of sneakers with a price tag,shoes,dataset/images/309.jpg,Adidas,Blue,Large
310,shoes_310,a pair of shoes on a white background,shoes,dataset/images/310.jpg,Puma,Gold,Large
311,shoes_311,nike print ad campaign,shoes,dataset/images/311.jpg,Reebok,Gold,Small
312,shoes_312,nike air jordan 1 high ' university red ',shoes,dataset/images/312.jpg,Nike,Silver,Large
313,shoes_313,a pair of shoes,shoes,dataset/images/313.jpg,Adidas,Silver,Large
314,shoes_314,a woman doing a split exercise,shoes,dataset/images/314.jpg,Puma,Blue,Large
315,shoes_315,a pair of shoes with a red and orange color scheme,shoes,dataset/images/315.jpg,Reebok,Gold,Small
316,shoes_316,the shoe is white,shoes,dataset/images/316.jpg,Puma,Gold,Large
317,shoes_317,nike air jordan retro sneaker,shoes,dataset/images/317.jpg,Puma,Red,Small
318,shoes_318,a display of shoes,shoes,dataset/images/318.jpg,Reebok,Black,Medium
319,shoes_319,asics women ' s running shoes,shoes,dataset/images/319.jpg,Adidas,Silver,Medium
320,shoes_320,a red and white poster with a pair of shoes,shoes,dataset/images/320.jpg,Puma,Gold,Medium
321,shoes_321,a poster for a nike shoe,shoes,dataset/images/321.jpg,Puma,Blue,Medium
322,shoes_322,nike air zoom low,shoes,dataset/images/322.jpg,Reebok,Gold,Small
323,shoes_323,nike air max black pink,shoes,dataset/images/323.jpg,Reebok,Black,Small
324,shoes_324,the nike air zoom is a sneak that ' s designed to be a shoe,shoes,dataset/images/324.jpg,Puma,White,Large
325,shoes_325,a poster with a bunch of different shoes,shoes,dataset/images/325.jpg,Adidas,Silver,Large
326,shoes_326,nike air force low white,shoes,dataset/images/326.jpg,Nike,White,Large
327,shoes_327,a pair of shoes with the nike logo on them,shoes,dataset/images/327.jpg,Puma,Blue,Medium
328,shoes_328,a pair of purple and blue running shoes,shoes,dataset/images/328.jpg,Adidas,Red,Large
329,shoes_329,nike free run 2,shoes,dataset/images/329.jpg,Adidas,Red,Large
330,shoes_330,nike dun dun low,shoes,dataset/images/330.jpg,Puma,Red,Small
331,shoes_331,a bunch of different sneakers,shoes,dataset/images/331.jpg,Puma,Black,Small
332,shoes_332,a poster advertising a soccer shoe,shoes,dataset/images/332.jpg,Adidas,White,Large
333,shoes_333,a woman in a black top and pink shoes,shoes,dataset/images/333.jpg,Puma,Blue,Medium
334,shoes_334,nike ' s new exe trail,shoes,dataset/images/334.jpg,Puma,White,Small
335,shoes_335,nike ' s new sneak is a sneak that ' s been on the market,shoes,dataset/images/335.jpg,Puma,Silver,Large
336,shoes_336,nike print adverts,shoes,dataset/images/336.jpg,Reebok,Silver,Large
337,shoes_337,nike store in the mall,shoes,dataset/images/337.jpg,Puma,Gold,Medium
338,shoes_338,a poster for a new nike shoe store,shoes,dataset/images/338.jpg,Reebok,Gold,Large
339,shoes_339,a col of different sports shoes and shoes,shoes,dataset/images/339.jpg,Puma,Gold,Large
340,shoes_340,nike print ad campaign,shoes,dataset/images/340.jpg,Adidas,White,Medium
341,shoes_341,a pair of shoes with the names of different types,shoes,dataset/images/341.jpg,Puma,Gold,Large
342,shoes_342,a pair of shoes with the number 23 on them,shoes,dataset/images/342.jpg,Reebok,Red,Small
343,shoes_343,a poster advertising a running shoe,shoes,dataset/images/343.jpg,Puma,White,Large
344,shoes_344,a pair of shoes,shoes,dataset/images/344.jpg,Adidas,Black,Large
345,shoes_345,a pair of shoes on a bright orange background,shoes,dataset/images/345.jpg,Reebok,Gold,Large
346,shoes_346,a pair of shoes,shoes,dataset/images/346.jpg,Nike,Black,Large
347,shoes_347,nike just released the first ever shoe,shoes,dataset/images/347.jpg,Adidas,Red,Large
348,shoes_348,the nike fast fast shoe features a detailed diagram of the shoe,shoes,dataset/images/348.jpg,Puma,Red,Large
349,shoes_349,nike shoes sale flyer,shoes,dataset/images/349.jpg,Nike,Red,Large
350,shoes_350,a pair of red sneakers with the words top 12 shoe brands in the world,shoes,dataset/images/350.jpg,Puma,White,Small
351,speakers_351,creative audio products creative audio products the best audio products,speakers,dataset/images/351.jpg,Boat,Red,Large
352,speakers_352,"the jbl - 10 is a compact, compact, and compact speaker",speakers,dataset/images/352.jpg,Sony,Silver,Large
353,speakers_353,the two speakers are shown in black and blue,speakers,dataset/images/353.jpg,Sony,Silver,Medium
354,speakers_354,jbl bluetooth mini bluetooth speaker,speakers,dataset/images/354.jpg,Boat,White,Large
355,speakers_355,the best gaming speakers for pc,speakers,dataset/images/355.jpg,JBL,Black,Medium
356,speakers_356,a variety of speakers and speakers,speakers,dataset/images/356.jpg,JBL,Red,Large
357,speakers_357,the amazon echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo,speakers,dataset/images/357.jpg,Boat,Silver,Small
358,speakers_358,the speaker system with bluetooth and usb,speakers,dataset/images/358.jpg,Boat,Silver,Medium
359,speakers_359,the speakers are black and have a black finish,speakers,dataset/images/359.jpg,JBL,Black,Small
360,speakers_360,the bluetooth speaker with built in microphone,speakers,dataset/images/360.jpg,Boat,Black,Large
361,speakers_361,the ultimate waterproof speakers,speakers,dataset/images/361.jpg,Sony,Black,Medium
362,speakers_362,the speaker is a speaker that can be used to communicate and communicate,speakers,dataset/images/362.jpg,Sony,Black,Large
363,speakers_363,a wooden table,speakers,dataset/images/363.jpg,JBL,White,Large
364,speakers_364,the jbl bluetooth speaker is shown in black,speakers,dataset/images/364.jpg,JBL,White,Small
365,speakers_365,4 x 4 x 4 x 4 x 4 x 4 x 4 x 4 x 4 x 4 x,speakers,dataset/images/365.jpg,JBL,Black,Large
366,speakers_366,a speaker with a microphone and a remote,speakers,dataset/images/366.jpg,JBL,White,Large
367,speakers_367,google assistante google assistante google assistante google assistante google assistante google assistante google assistant,speakers,dataset/images/367.jpg,JBL,Red,Medium
368,speakers_368,the amazon echo speaker with a black background,speakers,dataset/images/368.jpg,Sony,Red,Small
369,speakers_369,two portable speakers on the beach,speakers,dataset/images/369.jpg,Boat,Gold,Medium
370,speakers_370,the two speakers are shown in the same color,speakers,dataset/images/370.jpg,JBL,Black,Large
371,speakers_371,a pair of speakers with remotes and a remote,speakers,dataset/images/371.jpg,Sony,Gold,Small
372,speakers_372,the speakers are made from wood,speakers,dataset/images/372.jpg,Sony,Gold,Medium
373,speakers_373,the 5 1 1 channel home theater system,speakers,dataset/images/373.jpg,Boat,White,Medium
374,speakers_374,a stack of black boxes on a concrete floor,speakers,dataset/images/374.jpg,Sony,Black,Small
375,speakers_375,a blue background with a white circle and a blue background with a white circle and a blue circle with,speakers,dataset/images/375.jpg,JBL,Silver,Large
376,speakers_376,klip klip klip klip klip klip klip klip klip klip,speakers,dataset/images/376.jpg,Sony,Red,Medium
377,speakers_377,the black and white air vent vent vent is shown in the center of the vent vent vent,speakers,dataset/images/377.jpg,JBL,Red,Medium
378,speakers_378,the samsung sound bar with the speaker and speakers,speakers,dataset/images/378.jpg,JBL,Blue,Small
379,speakers_379,the best gaming speakers for pc,speakers,dataset/images/379.jpg,JBL,Silver,Large
380,speakers_380,"the home theater system includes a large screen, a large sound bar, and a large sound bar",speakers,dataset/images/380.jpg,Sony,Gold,Small
381,speakers_381,the portable kara system with microphone and remote,speakers,dataset/images/381.jpg,Sony,Silver,Large
382,speakers_382,a white and black speaker,speakers,dataset/images/382.jpg,Sony,Red,Small
383,speakers_383,the sony xb - s2 bluetooth speaker,speakers,dataset/images/383.jpg,JBL,Silver,Medium
384,speakers_384,a roll of tape and a roll of tape,speakers,dataset/images/384.jpg,Boat,Gold,Small
385,speakers_385,a black speaker with a bluetooth and a greentooth,speakers,dataset/images/385.jpg,Boat,Black,Large
386,speakers_386,a black and white photo of a cigarette,speakers,dataset/images/386.jpg,Boat,Blue,Large
387,speakers_387,jbl bluetooth jbl bluetooth jbl bluetooth jbl bluetooth jbl bluetooth,speakers,dataset/images/387.jpg,JBL,White,Medium
388,speakers_388,sony home theater system,speakers,dataset/images/388.jpg,JBL,Gold,Small
389,speakers_389,a set of speakers and a speaker stand,speakers,dataset/images/389.jpg,Boat,Silver,Small
390,speakers_390,log audio z - 5 speaker system,speakers,dataset/images/390.jpg,JBL,White,Small
391,speakers_391,a bunch of speakers,speakers,dataset/images/391.jpg,Sony,Silver,Small
392,speakers_392,a large set of speakers with a speaker stand,speakers,dataset/images/392.jpg,JBL,Black,Large
393,speakers_393,a pair of speakers on a green background,speakers,dataset/images/393.jpg,Boat,White,Large
394,speakers_394,the bluetooth speaker with a black and pink color,speakers,dataset/images/394.jpg,JBL,Black,Small
395,speakers_395,the waterproof speaker is a great addition to any speaker,speakers,dataset/images/395.jpg,Sony,White,Small
396,speakers_396,a black speaker with red lights,speakers,dataset/images/396.jpg,JBL,White,Large
397,speakers_397,the speaker is a speaker that can be used for music,speakers,dataset/images/397.jpg,JBL,Black,Large
398,speakers_398,a cell phone with a pair of headphones on top of it,speakers,dataset/images/398.jpg,Sony,Black,Large
399,speakers_399,yamaha r - s770 5 1 channel home theater system,speakers,dataset/images/399.jpg,JBL,White,Large
400,speakers_400,the new jbl x5 bluetooth speaker system,speakers,dataset/images/400.jpg,Sony,Black,Large
401,phones_401,a group of different cell phones,phones,dataset/images/401.jpg,Samsung,Silver,Medium
402,phones_402,the new ipad and ipad pro,phones,dataset/images/402.jpg,Samsung,White,Small
403,phones_403,samsung galaxy s20 plus,phones,dataset/images/403.jpg,Apple,Red,Large
404,phones_404,three smartphones with different colors and sizes,phones,dataset/images/404.jpg,Realme,Silver,Medium
405,phones_405,apple iphone 11 64gb,phones,dataset/images/405.jpg,OnePlus,White,Small
406,phones_406,the iphone 11 is shown in this image,phones,dataset/images/406.jpg,Apple,Red,Medium
407,phones_407,the iphones are lined up in a row,phones,dataset/images/407.jpg,Apple,Blue,Large
408,phones_408,the samsung note 5,phones,dataset/images/408.jpg,Samsung,Gold,Small
409,phones_409,the iphone is shown in a row of different colors,phones,dataset/images/409.jpg,OnePlus,Silver,Medium
410,phones_410,a group of cell phones,phones,dataset/images/410.jpg,Realme,White,Medium
411,phones_411,"a computer, a laptop, a phone, and a tablet",phones,dataset/images/411.jpg,Apple,Silver,Large
412,phones_412,a cell phone and a cell phone with a screen,phones,dataset/images/412.jpg,OnePlus,Gold,Medium
413,phones_413,the iphone is shown in the image below,phones,dataset/images/413.jpg,OnePlus,Blue,Small
414,phones_414,a red iphone,phones,dataset/images/414.jpg,Apple,White,Large
415,phones_415,a robot is sitting on a table next to a cell,phones,dataset/images/415.jpg,Samsung,Black,Small
416,phones_416,"a laptop, headphones, and other items on a table",phones,dataset/images/416.jpg,OnePlus,White,Small
417,phones_417,"a laptop, a cell, a cell, a cell, a cell, a cell, a cell",phones,dataset/images/417.jpg,Samsung,Blue,Large
418,phones_418,the iphone history,phones,dataset/images/418.jpg,Apple,Gold,Small
419,phones_419,"a laptop, headphones, and other electronics",phones,dataset/images/419.jpg,OnePlus,Silver,Small
420,phones_420,the nokia x2 smartphone,phones,dataset/images/420.jpg,Realme,White,Small
421,phones_421,the iphone 11 is a new flagship phone with a 64mp rear camera,phones,dataset/images/421.jpg,Samsung,Black,Small
422,phones_422,samsung galaxy s7 plus,phones,dataset/images/422.jpg,Realme,Silver,Small
423,phones_423,a person holding a smart phone with the smart app on it,phones,dataset/images/423.jpg,Samsung,Silver,Small
424,phones_424,iphone 11 series review,phones,dataset/images/424.jpg,OnePlus,Blue,Large
425,phones_425,xiao ' s new smartphone is the most budget - conscious smartphone yet,phones,dataset/images/425.jpg,OnePlus,Red,Small
426,phones_426,apple iphone 11 64gb red,phones,dataset/images/426.jpg,Realme,Silver,Small
427,phones_427,a bunch of different cell phones,phones,dataset/images/427.jpg,Realme,Black,Small
428,phones_428,a woman taking a picture of a plant,phones,dataset/images/428.jpg,Samsung,Silver,Small
429,phones_429,a whiteboard with a diagram of the different stages of the cycle,phones,dataset/images/429.jpg,OnePlus,Silver,Large
430,phones_430,the new nokia x2 smartphone,phones,dataset/images/430.jpg,Realme,Gold,Medium
431,phones_431,the iphones are shown in a row,phones,dataset/images/431.jpg,Realme,Blue,Medium
432,phones_432,two smartphones side by side,phones,dataset/images/432.jpg,Apple,Silver,Small
433,phones_433,the ipad air is a great alternative for the ipad air,phones,dataset/images/433.jpg,Apple,Black,Medium
434,phones_434,nokia evolution,phones,dataset/images/434.jpg,OnePlus,Silver,Large
435,phones_435,teo phone price in india,phones,dataset/images/435.jpg,Apple,Black,Medium
436,phones_436,a screenshot of a smartphone with the screen open,phones,dataset/images/436.jpg,Realme,Gold,Small
437,phones_437,a person taking a photo of a cat,phones,dataset/images/437.jpg,Apple,White,Small
438,phones_438,the new iphone 11,phones,dataset/images/438.jpg,Apple,Blue,Large
439,phones_439,the new smartphone is coming in india,phones,dataset/images/439.jpg,Realme,Blue,Small
440,phones_440,apple watch series 3,phones,dataset/images/440.jpg,Samsung,Red,Small
441,phones_441,apple iphone 11 64gb red,phones,dataset/images/441.jpg,Realme,Silver,Large
442,phones_442,apple iphone 11 64gb,phones,dataset/images/442.jpg,Samsung,Blue,Small
443,phones_443,iphones are arranged in a row,phones,dataset/images/443.jpg,Realme,White,Small
444,phones_444,apple iphone 11 64gb,phones,dataset/images/444.jpg,Realme,Black,Small
445,phones_445,iphones in a row,phones,dataset/images/445.jpg,Samsung,Red,Medium
446,phones_446,samsung galaxy s9 plus,phones,dataset/images/446.jpg,Samsung,Gold,Medium
447,phones_447,the new realm smartphone is shown with the names of all the devices,phones,dataset/images/447.jpg,Samsung,Black,Large
448,phones_448,the new iphones,phones,dataset/images/448.jpg,Samsung,Blue,Medium
449,phones_449,a row of smartphones,phones,dataset/images/449.jpg,Realme,Red,Small
450,phones_450,apple iphone 11 64gb red,phones,dataset/images/450.jpg,Realme,Red,Large
451,bottles_451,thermos bottles are available in various colors,bottles,dataset/images/451.jpg,Milton,Black,Medium
452,bottles_452,a bunch of different colored bottles on a table,bottles,dataset/images/452.jpg,Cello,Red,Large
453,bottles_453,a group of bottles,bottles,dataset/images/453.jpg,Cello,Red,Large
454,bottles_454,a pile of plastic bottles,bottles,dataset/images/454.jpg,Tupperware,Silver,Medium
455,bottles_455,a set of three bottles with a pump,bottles,dataset/images/455.jpg,Tupperware,Gold,Small
456,bottles_456,a white plastic bottle with a lotion of different types,bottles,dataset/images/456.jpg,Tupperware,Blue,Large
457,bottles_457,a row of plastic bottles,bottles,dataset/images/457.jpg,Tupperware,White,Medium
458,bottles_458,a group of beer bottles,bottles,dataset/images/458.jpg,Tupperware,Black,Medium
459,bottles_459,a machine that is making ices,bottles,dataset/images/459.jpg,Milton,Red,Small
460,bottles_460,a row of plastic bottles,bottles,dataset/images/460.jpg,Milton,Blue,Small
461,bottles_461,a white bottle with a white cap,bottles,dataset/images/461.jpg,Tupperware,Red,Small
462,bottles_462,a black device with a blue light on it,bottles,dataset/images/462.jpg,Cello,White,Small
463,bottles_463,a bottle of water with a reflection on the surface,bottles,dataset/images/463.jpg,Milton,Gold,Large
464,bottles_464,thermo stainless bottle with stainless lid,bottles,dataset/images/464.jpg,Milton,Gold,Large
465,bottles_465,a water bottle with a metal cap,bottles,dataset/images/465.jpg,Tupperware,Red,Large
466,bottles_466,a bottle with a straw and a straw cap,bottles,dataset/images/466.jpg,Cello,Silver,Large
467,bottles_467,a pile of garbage and other items,bottles,dataset/images/467.jpg,Tupperware,White,Small
468,bottles_468,honey honey honey honey honey honey honey honey honey honey honey honey honey honey honey honey honey honey honey honey,bottles,dataset/images/468.jpg,Milton,Black,Medium
469,bottles_469,a group of plastic bottles,bottles,dataset/images/469.jpg,Cello,White,Medium
470,bottles_470,a group of plastic bottles,bottles,dataset/images/470.jpg,Milton,Gold,Large
471,bottles_471,a set of cosmetic bottles and containers for cosmetic,bottles,dataset/images/471.jpg,Milton,Gold,Small
472,bottles_472,a white water bottle on a green background,bottles,dataset/images/472.jpg,Milton,Silver,Medium
473,bottles_473,a col of photos of a man and a bottle of vodka,bottles,dataset/images/473.jpg,Milton,Gold,Medium
474,bottles_474,a stainless water bottle with a white lid,bottles,dataset/images/474.jpg,Tupperware,Gold,Medium
475,bottles_475,a bottle of juice,bottles,dataset/images/475.jpg,Cello,Black,Medium
476,bottles_476,a group of bottles,bottles,dataset/images/476.jpg,Tupperware,Gold,Large
477,bottles_477,a group of white bottles with gold caps,bottles,dataset/images/477.jpg,Cello,Silver,Small
478,bottles_478,a group of pencils with a bow on top,bottles,dataset/images/478.jpg,Tupperware,Silver,Medium
479,bottles_479,a group of different types of sodas and soda bottles on a wooden table - stock photo,bottles,dataset/images/479.jpg,Tupperware,Black,Medium
480,bottles_480,a bottle of perfume on a beach,bottles,dataset/images/480.jpg,Tupperware,Silver,Medium
481,chairs_481,a white chair with a wooden frame,chairs,dataset/images/481.jpg,Ikea,Red,Medium
482,chairs_482,a white desk with a black chair and a white desk,chairs,dataset/images/482.jpg,Nilkamal,Red,Large
483,chairs_483,a modern living room with a large bookcase,chairs,dataset/images/483.jpg,Ikea,Blue,Large
484,chairs_484,a black office chair with a black seat,chairs,dataset/images/484.jpg,Ikea,White,Large
485,chairs_485,a row of office chairs,chairs,dataset/images/485.jpg,Nilkamal,Black,Large
486,chairs_486,a red office chair with a white back and a black base,chairs,dataset/images/486.jpg,Ikea,Red,Medium
487,chairs_487,a white dining table with four chairs,chairs,dataset/images/487.jpg,Nilkamal,Silver,Small
488,chairs_488,a chair with a wooden frame and a beige uphol,chairs,dataset/images/488.jpg,Ikea,Blue,Large
489,chairs_489,a pair of wooden chairs,chairs,dataset/images/489.jpg,Ikea,White,Medium
490,chairs_490,a black office chair in an office setting,chairs,dataset/images/490.jpg,Ikea,Red,Large
491,chairs_491,a living room with a large window and a chair,chairs,dataset/images/491.jpg,Ikea,White,Small
492,chairs_492,the office chair with a grey seat and back,chairs,dataset/images/492.jpg,Nilkamal,White,Small
493,chairs_493,a pair of chairs with a plant in the background,chairs,dataset/images/493.jpg,Ikea,Red,Small
494,chairs_494,a chair with a brown upholing,chairs,dataset/images/494.jpg,Nilkamal,Gold,Large
495,chairs_495,a bunch of chairs,chairs,dataset/images/495.jpg,Ikea,Black,Medium
496,chairs_496,a black chair with a wooden legs and a black seat,chairs,dataset/images/496.jpg,Nilkamal,Red,Large
497,chairs_497,a chair with a wooden seat and a white base,chairs,dataset/images/497.jpg,Ikea,Blue,Medium
498,chairs_498,a green chair with a pillow on it,chairs,dataset/images/498.jpg,Ikea,Black,Large
499,chairs_499,a white rug,chairs,dataset/images/499.jpg,Ikea,Blue,Large
500,chairs_500,two chairs in a room with a plant,chairs,dataset/images/500.jpg,Ikea,Blue,Large
